rank,score,nyc_percentile,hist_relative_pct,pred_gbm,pred_ridge,zip,city,county,state,zhvi,mom_5y_rel,log_price_rel_metro,nbr_log_price_gap,rent_yield,price_to_income_rel,bachelors_share_rel,d5_log_income_rel,d5_log_housing_units_rel,zillow_1y_forecast_pct,origin
12,65.66073136000097,98.676293622142,3.2028942057090948,67.1149311966572,64.20653152334475,11950,Mastic,Suffolk County,NY,519683.0,0.0995411339496609,-0.3576577676771784,-0.2384044977847406,,-0.2179032014506472,-0.3259735047780573,-0.2064828491635104,-0.0029118379715542,2.6,2026-07-31
13,65.6202227940982,98.55595667870035,3.2028942057090948,69.34340357716647,61.89704201102993,18428,Hawley,Pike County,PA,327562.0,0.0231930416359439,-0.8191988873422957,-0.0164349676804036,,-0.4357293724559963,-0.1860321018362936,0.0474693297730368,-0.0702625213591081,2.1,2026-07-31
14,65.60351227085609,98.43561973525873,3.2028942057090948,69.70888751178441,61.49813702992776,08731,Forked River,Ocean County,NJ,507252.0,0.1055957219045677,-0.3818677798755292,0.0463996081499828,,-0.2514996046234306,-0.1520886613192903,-0.0580170217861102,0.0480168925646824,2.4,2026-07-31
15,65.53555923695552,98.31528279181708,3.2028942057090948,68.88194261067706,62.189175863233984,07420,Wanaque,Passaic County,NJ,506841.0,0.0906702163056024,-0.382678951283296,-0.2696373065234176,,-0.3553171809133382,-0.1479989518834342,0.0343236071038361,-0.0094785030381589,2.1,2026-07-31
16,65.31098815304966,98.19494584837544,3.2028942057090948,68.74571332317922,61.8762629829201,07461,Sussex,Sussex County,NJ,461077.0,0.0360321935915116,-0.4773117037160634,0.1271318180686194,,-0.4287060879026569,-0.1754252628707925,-0.0512752613306712,-0.0162527160881411,2.3,2026-07-31
17,65.30883895917833,98.0746089049338,3.2028942057090948,69.5229577785896,61.09472013976705,07843,Hopatcong,Sussex County,NJ,455778.0,0.1251952448671204,-0.4888693809542364,-0.1182747735621365,,-0.4557534270655232,-0.1561109677629137,-0.0071817379703915,-0.1101261861147315,2.5,2026-07-31
18,65.20312981351006,97.95427196149218,3.2028942057090948,62.89260668950904,67.51365293751108,18405,Beach Lake,Wayne County,PA,310993.0,0.0514757867652274,-0.8711046848458466,-0.0276572186809556,,-0.4330481007984137,-0.2330455572680991,-0.0593023221172295,-0.1503933951503008,,2026-07-31
19,65.11972449176679,97.83393501805054,3.2028942057090948,67.83107521525092,62.40837376828266,18425,Greeley,Pike County,PA,301018.0,-0.0184004029115754,-0.9037052889609108,-0.0840690251228757,,-0.4462966329074043,-0.3394507323049479,0.0383956282630233,-0.4693208885736976,1.5,2026-07-31
20,65.0752602468908,97.71359807460892,3.2028942057090948,65.94142838331084,64.20909211047078,18328,Dingmans Ferry,Pike County,PA,262697.0,0.0356474390248852,-1.0398765689999738,-0.2404770189886367,,-0.7794690722972153,-0.1925110778450537,0.0899469629820064,0.0024173464842454,2.0,2026-07-31
21,64.38448295640677,97.59326113116728,2.1411084809784158,71.37430432515777,57.39466158765577,07874,Stanhope,Sussex County,NJ,454649.0,0.0958365456850799,-0.4913513262350104,-0.1602835493891135,,-0.6566771072468669,-0.0650400399686855,0.0798610512791473,0.0095333775826225,2.6,2026-07-31
22,64.16383353967413,97.47292418772562,2.1411084809784158,66.10970614509843,62.21796093424983,08724,Brick,Ocean County,NJ,524165.0,0.1288838145465124,-0.349068943252929,-0.7682161984722935,0.0579333692061596,-0.2637733172446872,-0.1246978486719197,0.027057662031666,-0.0365432796304998,2.5,2026-07-31
23,63.68040684804257,97.352587244284,2.1411084809784158,66.68639699356245,60.67441670252269,11789,Sound Beach,Suffolk County,NY,535124.0,0.0253392275104364,-0.3283776636456146,-0.1810338632768964,,-0.4863405559397702,-0.027886244693685,0.0225510561198785,-0.027131526337708,2.5,2026-07-31
24,63.51551983683186,97.23225030084237,2.1411084809784158,68.5130233706917,58.51801630297203,08733,Lakehurst,Ocean County,NJ,371578.0,0.0794962401419518,-0.6931184322960107,-0.3508946681167924,,-0.42329765392764,-0.3189781299626598,-0.0078385595143757,0.1029739526639271,2.4,2026-07-31
25,63.47993000017831,97.11191335740072,2.1411084809784158,68.04732620805348,58.91253379230314,18426,Greentown,Pike County,PA,288029.0,0.0005959204907263,-0.9478163782440774,-0.1417241575548651,,-0.3731644027128429,-0.2876965708940217,0.038587709335319,-0.1801246481264244,2.2,2026-07-31
26,63.35273315792388,96.9915764139591,2.1411084809784158,64.05153763515719,62.65392868069056,11784,Selden,Suffolk County,NY,608331.0,0.0904764286135527,-0.2001577318967822,-0.0820145322080136,,-0.126833563971114,-0.1985838069012743,-0.1163904998882365,0.04219070429342,2.9,2026-07-31
27,63.07914576534674,96.87123947051744,2.1411084809784158,62.78763813681518,63.37065339387829,11738,Farmingville,Suffolk County,NY,668812.0,0.0882656046945026,-0.1053725153029496,0.0122778743204978,,-0.3266219859322874,-0.1737178558286761,0.0087328860634272,-0.0671696841799335,2.9,2026-07-31
28,63.04581641431916,96.7509025270758,2.1411084809784158,63.44978080109853,62.6418520275398,10512,Carmel,Putnam County,NY,520032.0,0.074806767415318,-0.3569856644999909,-0.2046575177617313,,-0.4038763104924296,-0.0570772144716765,-0.0489343221252642,-0.0751540790079354,2.5,2026-07-31
29,63.04307430697649,96.63056558363418,2.1411084809784158,67.7803805975708,58.30576801638219,07826,Branchville,Sussex County,NJ,465172.0,0.0006159845920134,-0.4684682296042055,0.2144321024044124,,-0.5059434863004075,-0.1130393465413575,0.0833546612546403,-0.0203858988463172,2.5,2026-07-31
30,62.995567729782834,96.51022864019254,2.1411084809784158,66.09165246177096,59.89948299779471,07416,Franklin,Sussex County,NJ,380608.0,0.0398358670900268,-0.6691050167264425,-0.2206302988163244,,-0.4909620671626709,-0.2787154716548418,0.0888674904844126,0.0202652291684224,2.1,2026-07-31
31,62.95403741683042,96.38989169675092,2.1411084809784158,67.65565174925999,58.25242308440086,07422,Highland Lake,Sussex County,NJ,411809.0,0.0742664389341069,-0.5903154295415121,-0.0762268205076566,,-0.5578527306801011,-0.0489484495764483,-0.1475622337238107,-0.1622208103396409,2.6,2026-07-31
32,62.9514260832222,96.26955475330928,2.1411084809784158,63.41094135409211,62.491910812352295,11967,Shirley,Suffolk County,NY,551177.0,0.0922802383325439,-0.2988204220679993,-0.161069273589387,,-0.2926369257488954,-0.2904362241836892,0.0185194120138021,-0.0268707023256699,2.6,2026-07-31
33,62.75111976092221,96.14921780986762,2.1411084809784158,64.22050921725643,61.28173030458798,11778,Rocky Point,Suffolk County,NY,558708.0,0.036647574587635,-0.2852485107376665,-0.1553914690823585,,-0.4030395656029804,-0.1228197743495734,0.0250393836668223,0.0084697657511763,2.5,2026-07-31
34,62.65440034758936,96.028880866426,2.1411084809784158,61.332115442708925,63.9766852524698,07718,Belford,Monmouth County,NJ,644357.0,0.101384000369546,-0.1426226235442591,-0.2163210667526556,,-0.3006083244098765,-0.0378966121201739,-0.1875824910960588,-0.0005819877735457,2.8,2026-07-31
35,62.63558137451869,95.90854392298436,2.1411084809784158,64.00963226978713,61.26153047925026,08740,Ocean Gate,Ocean County,NJ,452864.0,0.1375250025099891,-0.4952837020321663,-0.3194348462944081,,-0.013870476530456,-0.1559139230132091,-0.0418397368178435,-0.0601740418006142,2.3,2026-07-31
36,62.6185952105547,95.78820697954272,2.1411084809784158,67.0686315694612,58.1685588516482,10537,Lake Peekskill,Putnam County,NY,435796.0,0.0813581596090941,-0.5337016871120355,-0.3712435166981063,,-0.696132716332069,0.0606480026835112,0.0516909831350869,-0.0111883509656578,2.6,2026-07-31
37,62.55233664094232,95.66787003610108,2.1411084809784158,60.60917051599139,64.49550276589324,10931,Hillburn,Rockland County,NY,517857.0,0.0119527274915597,-0.361176101766862,-0.583973866759365,,-0.0631477943648637,-0.2343818787647792,-0.0542218399361882,0.1711314556734085,2.3,2026-07-31
38,62.51420570816808,95.54753309265944,2.1411084809784158,61.77380392035424,63.25460749598191,18458,Shohola,Pike County,PA,311210.0,-0.0101905905538274,-0.8704082688077452,-0.0486209813659765,,-0.7200923988307573,-0.2150844956580581,0.0884492060728412,0.2751219810069465,2.0,2026-07-31
39,62.30376334276802,95.4271961492178,2.1411084809784158,64.60029881050662,60.00722787502942,10509,Brewster,Putnam County,NY,540585.0,0.0424127992415165,-0.3182251003019445,-0.250253980101041,,-0.3576966820252985,-0.0563151411060639,-0.1202953446342043,0.0340103424808318,2.6,2026-07-31
40,62.23921609379329,95.30685920577618,2.1411084809784158,62.266674303679615,62.21175788390696,18324,Bushkill,Pike County,PA,267619.0,0.1407912262537735,-1.0213126997230173,-0.2789167485153392,,-0.509869647336813,-0.2392927817218698,-0.0981977272636758,-0.0367094099868745,1.9,2026-07-31
41,62.07653429514312,95.18652226233452,2.1411084809784158,63.63795925253065,60.51510933775559,08887,Branchburg Township,Hunterdon County,NJ,350495.0,0.2551685091559473,-0.7515296752666671,-0.7238987710558202,,-0.7246710817831457,-0.0922490142439591,-0.1185666688885511,0.0666609331602122,2.3,2026-07-31
42,61.83309206353656,95.0661853188929,2.1411084809784158,64.92141560216879,58.74476852490433,08005,Barnegat,Ocean County,NJ,508616.0,0.1030568445532512,-0.3791835617981096,-0.2789251983279115,,-0.1967861260843595,-0.1529882772629532,0.0047709602040502,0.0722185647730618,2.5,2026-07-31
43,61.75296276239628,94.94584837545126,2.1411084809784158,64.25971347382172,59.24621205097085,07865,Port Murray,Hunterdon County,NJ,517663.0,-0.0002184907251706,-0.3615521289219057,-0.0169451058083218,,-0.3229448757659494,-0.027600222736892,-0.3627514149530633,0.1838386181271139,2.3,2026-07-31
44,61.68501176437061,94.82551143200962,2.1411084809784158,63.42864748402193,59.94137604471928,07446,Ramsey,Bergen County,NJ,898748.0,0.064358379160517,0.19012694239286,-0.1433530910030001,0.0280389926664893,-0.1699957131480503,0.1791874604687016,-0.1444819678509237,-0.0946301270767208,2.8,2026-07-31
45,60.8985177634666,94.705174488568,2.1411084809784158,64.99090905957071,56.80612646736248,08863,Fords,Middlesex County,NJ,540869.0,0.124125617842726,-0.3176982859281629,-0.0755568550552023,,-0.3488326182514811,-0.0708432706205124,0.0073609241549412,0.0218700026129304,2.1,2026-07-31
46,60.884077249093146,94.58483754512636,2.1411084809784158,59.02466953414799,62.7434849640383,10312,New York,Richmond County,NY,769211.0,-0.0445109922337959,0.0344895134385687,0.176687655780924,0.0355775670030629,0.0487509178163232,-0.0889146961341649,-0.1030888299012922,-0.0100959752426647,1.6,2026-07-31
47,60.86891190028584,94.46450060168472,2.1411084809784158,58.83262910810486,62.90519469246681,11575,Roosevelt,Nassau County,NY,659034.0,0.0707039395524344,-0.12010106197169,-0.2261293266129787,,-0.2362841638578292,-0.198922395111696,0.1000534353262558,-0.0686290592181905,2.6,2026-07-31
48,60.72378532533385,94.34416365824308,2.1411084809784158,60.00486365814712,61.44270699252058,08723,Brick,Ocean County,NJ,526199.0,0.0891837901469671,-0.3451961440829851,-0.5094290718206071,0.0637274373583098,-0.312006557236127,-0.1578720256882046,0.1229685723283822,-0.0633585291500026,2.2,2026-07-31
49,60.63161744406023,94.22382671480143,2.1411084809784158,62.8525647172417,58.410670170878745,07442,Pompton Lakes,Passaic County,NJ,566244.0,0.0750913246004504,-0.2718519177847511,-0.2017740659007678,,-0.3745312230896662,-0.0524766460727167,-0.0358535129402231,0.013944008160353,2.6,2026-07-31
50,60.57947377308956,94.1034897713598,2.1411084809784158,64.26197356027626,56.89697398590285,08734,Lanoka Harbor,Ocean County,NJ,576777.0,0.1201609922901404,-0.2534199623574373,-0.0127674824588499,,-0.2857532890493826,-0.1670013647330962,0.0465682894656982,-0.2347704519245305,2.6,2026-07-31
51,60.51498534024844,93.98315282791818,2.1411084809784158,60.99710124083907,60.0328694396578,11742,Holtsville,Suffolk County,NY,660320.0,0.050442676462444,-0.1181512877309742,-0.018811849732538,,-0.2265033215357441,-0.1296232175987616,-0.0749293771099992,0.0031640551955603,2.6,2026-07-31
52,60.48002793580752,93.86281588447652,2.1411084809784158,62.811182469005736,58.1488734026093,08741,Pine Beach,Ocean County,NJ,584712.0,0.1505340942691585,-0.2397565520555851,0.0129449818967426,,-0.4820014446033636,-0.0002361871254337,0.1847532843057671,-0.005022819106523,2.9,2026-07-31
53,60.36598126548096,93.7424789410349,2.1411084809784158,56.84254035547427,63.88942217548763,11722,Central Islip,Suffolk County,NY,578597.0,-0.0060296964527971,-0.2502706867955702,-0.197256994168093,0.0645018856829763,-0.2656420029889343,-0.2973229649098479,0.1876738929754289,0.0158910254452282,2.6,2026-07-31
54,60.27136434974655,93.62214199759326,2.1411084809784158,64.61359339570066,55.92913530379244,07821,Byram Township,Sussex County,NJ,535173.0,0.0701717426853893,-0.328286573991793,0.0625356372944079,,-0.5618703653513137,0.0011998320707673,0.0307756226475621,-0.0276836206076642,2.6,2026-07-31
55,60.09761934083701,93.50180505415162,2.1411084809784158,60.24559310872786,59.94964557294615,08742,Point Pleasant,Ocean County,NJ,885209.0,0.1445274707811762,0.1749476403712027,-0.2649909142619897,0.0441797711115321,0.0827851399936612,0.0410338474553022,-0.0160735344634552,-0.0007774296720374,2.9,2026-07-31
56,60.01513591419367,93.38146811071,2.1411084809784158,63.45170075952852,56.57857106885882,07465,Wanaque,Passaic County,NJ,523601.0,-0.0523033364158816,-0.3501454527991683,-0.2376036527845162,,-0.3752023705203371,-0.0042056189200233,-0.1158078250272574,-0.0712742669640344,1.5,2026-07-31
57,59.97172900568772,93.26113116726836,1.0771113216323511,57.74012219457786,62.20333581679759,08701,Lakewood,Ocean County,NJ,588170.0,0.3285601651421505,-0.2338598010542334,-0.3610892656609348,0.0436086910260882,0.3136407617139241,-0.1528256848044593,-0.0115157414429987,0.232140014211524,2.3,2026-07-31
58,59.86824162501622,93.14079422382672,1.0771113216323511,61.69929972481211,58.03718352522033,07719,Wall,Monmouth County,NJ,838165.0,0.0774589701478433,0.120339110092738,-0.3642501226828205,0.0444244657112697,0.0555385932632919,0.0375663228751981,-0.0542013938501941,0.004438483439021,2.7,2026-07-31
59,59.73196841653259,93.02045728038507,1.0771113216323511,58.8038972988202,60.66003953424498,07503,Paterson,Passaic County,NJ,564711.0,0.1314359319551265,-0.2745616084740483,0.0055116663265692,0.0472382987498682,0.3449944837650107,-0.3162686438628093,0.0306322312361686,0.0691487194426854,2.6,2026-07-31
60,59.70938292021623,92.90012033694344,1.0771113216323511,58.75526991377709,60.66349592665537,07080,South Plainfield,Middlesex County,NJ,598708.0,0.0242953168643293,-0.2161028789670993,-0.0249572909620532,0.0536480031279341,-0.3639561460475502,-0.0526043919114775,0.0172249306004239,0.0042437963326984,2.5,2026-07-31
61,59.56034873735193,92.7797833935018,1.0771113216323511,65.29297973425788,53.82771774044597,08802,Asbury,Hunterdon County,NJ,620265.0,0.0180432431869594,-0.1807297085239856,0.1980419369009034,,-0.369838346500422,-0.049361582636938,-0.2057491587046911,0.0497316705305828,2.4,2026-07-31
62,59.53955273011726,92.65944645006016,1.0771113216323511,59.61414168543057,59.46496377480395,10541,Mahopac,Putnam County,NY,639735.0,0.0443278649639648,-0.1498219971161436,-0.070648803368897,,-0.3602798670586573,-0.0317949506530563,0.0260188570015014,-0.0306492041462004,2.7,2026-07-31
63,59.5146131867776,92.53910950661852,1.0771113216323511,59.53334480590933,59.49588156764587,11741,Holbrook,Suffolk County,NY,678810.0,0.0384369885532351,-0.0905353198360536,-0.033819056136334,0.0503002509296644,-0.3414916507205892,-0.1437516070066044,0.0661441836108363,-0.0558474863197237,3.0,2026-07-31
64,59.49167900660982,92.4187725631769,1.0771113216323511,56.21666348255502,62.76669453066462,07057,Wallington,Bergen County,NJ,695631.0,0.0339950970674504,-0.0660567715996744,0.0751451357636483,0.0406824852004102,0.2024587365556402,-0.1050851482411079,-0.0103024579259578,-0.0534675287655425,2.7,2026-07-31
65,59.47723509486357,92.29843561973526,1.0771113216323511,59.50175378418879,59.452716405538354,18445,Newfoundland,Pike County,PA,291421.0,0.0081986687817043,-0.936108154831798,-0.0826527040948352,,-0.1932049601347991,-0.2635837472450067,-0.3261236965955749,-0.0900528598324894,2.1,2026-07-31
66,59.469240213717626,92.17809867629362,1.0771113216323511,60.77174582119335,58.16673460624191,07435,Newfoundland,Morris County,NJ,641201.0,0.0370559356580656,-0.1475331346070234,0.1477486946048998,,-0.4053658561230719,-0.1163438665622055,-0.0719668180376533,0.0778159579643234,2.7,2026-07-31
67,59.34425202619691,92.057761732852,1.0771113216323511,58.63977362279649,60.04873042959734,07463,Waldwick,Bergen County,NJ,767325.0,0.0651059547576324,0.0320341078980259,-0.3831267580517448,,-0.4282790720428011,0.1044772707758324,0.1236473369585731,-0.0595949366721535,2.7,2026-07-31
68,59.25356285539692,91.93742478941034,1.0771113216323511,57.73157688063535,60.7755488301585,11755,Lake Grove,Suffolk County,NY,742918.0,0.0822647404430835,-0.0002900079648942,0.0395133360962205,0.0374738339446718,-0.061210791508752,-0.0384167844495991,-0.2093688907204622,-0.0851965426396394,2.8,2026-07-31
69,59.21355216414129,91.81708784596871,1.0771113216323511,60.63382016055202,57.79328416773056,18371,Tamiment,Pike County,PA,315290.0,0.0559881629133322,-0.857384604250317,-0.0879763882923274,,-0.7677353567964762,-0.4172505873872567,0.0188948940396525,0.1230847221847153,2.1,2026-07-31
70,59.17467544473544,91.69675090252709,1.0771113216323511,56.980371342515234,61.36897954695564,11790,Stony Brook,Suffolk County,NY,797463.0,0.0393090057560229,0.0705595175185482,0.0573802764482529,,-0.3506246500350773,0.2081800824845546,0.039062004498465,-0.0296269605805805,2.6,2026-07-31
71,59.12289411737383,91.57641395908544,1.0771113216323511,66.30854580654287,51.93724242820479,08092,West Creek,Ocean County,NJ,528209.0,0.0973617299654211,-0.3413846834887106,-0.1646974684414122,,-0.3252247846791942,-0.0925357779979043,0.1760540807290915,-0.2161574325078549,2.4,2026-07-31
72,59.10379378975635,91.4560770156438,1.0771113216323511,66.14187962259058,52.065707956922125,08823,Franklin Park,Somerset County,NJ,430122.0,0.1184234213587437,-0.5468072073097421,-0.5085818959971338,,-0.575660347239759,0.1000968203339609,-0.1248707764691499,-0.1852582010933223,1.8,2026-07-31
73,59.05743316815136,91.33574007220216,1.0771113216323511,54.60721203795067,63.50765429835206,11414,New York,Queens County,NY,636271.0,-0.1349321853512478,-0.1552519940086103,-0.1410702807025714,,0.0115912807481766,-0.1764882346023769,-0.0005211001382185,0.0344713617275405,1.8,2026-07-31
74,59.04944637782086,91.21540312876051,1.0771113216323511,58.42734934852771,59.671543407114,08721,Bayville,Ocean County,NJ,541997.0,0.0998875609876147,-0.3156153065513329,-0.0338058556071203,0.0636534620244105,-0.2509154181417028,-0.2087225186058168,-0.0524091354042699,0.0812832520507814,2.4,2026-07-31
75,59.04899377292252,91.0950661853189,1.0771113216323511,57.56688689868064,60.53110064716439,11751,Islip,Suffolk County,NY,671396.0,-0.0378163730071832,-0.1015173256771397,-0.0807108497882627,,-0.1386580438403897,-0.1332039061840023,-0.1728871054105347,-0.0406103362621476,2.9,2026-07-31
76,59.00806798217735,90.97472924187726,1.0771113216323511,59.14274949428419,58.87338647007052,07724,Eatontown,Monmouth County,NJ,709962.0,0.1045688836592816,-0.0456648399426971,-0.3445246041406271,0.0390717125001427,0.0432347786396671,-0.049200573447522,-0.0150516937584175,0.0515362097715946,2.8,2026-07-31
77,58.90889557499458,90.8543922984356,1.0771113216323511,58.68728956917809,59.13050158081107,10502,Ardsley,Westchester County,NY,1088740.0,0.0005787114368466,0.3819006025200053,0.1273421380487782,,-0.4183074509198203,0.2804834466291448,0.171117908668279,-0.0074776403874056,3.2,2026-07-31
78,58.88578588129205,90.73405535499398,1.0771113216323511,57.50207522063167,60.26949654195244,10579,Putnam Valley,Putnam County,NY,636616.0,0.0650803626900632,-0.1547094236636983,-0.0762764165319502,,-0.3200352046755548,0.006260519216609,-0.0336552378312458,-0.0171787365041528,3.0,2026-07-31
79,58.84734364768841,90.61371841155234,1.0771113216323511,65.35834117970393,52.336346115672896,07822,Augusta,Sussex County,NJ,557476.0,-0.0037050902105391,-0.2874569173031744,0.2308074270320599,,-0.3071678117740657,-0.1579327252212932,0.1839946292455767,0.1368149149966176,2.6,2026-07-31
80,58.73216810113683,90.49338146811073,1.0771113216323511,62.31909951863968,55.14523668363398,07848,Lafayette Township,Sussex County,NJ,490308.0,-0.0014451301077272,-0.4158421247571073,0.023115188989589,,-0.5490890251352287,-0.0796801148522137,0.1516787581402443,-0.1802783558292186,2.4,2026-07-31
81,58.73077415996059,90.37304452466908,1.0771113216323511,55.52614078346632,61.93540753645485,07052,West Orange,Essex County,NJ,701211.0,0.1244229756460505,-0.0580670989350853,-0.1625371101883033,0.0492379803095236,-0.2002980468306205,0.0351722202441311,-0.0272052456198395,-0.0167647173346893,2.5,2026-07-31
82,58.71296605988775,90.25270758122744,1.0771113216323511,65.89406922594073,51.53186289383477,18435,Lackawaxen,Pike County,PA,354631.0,0.017164515639655,-0.739799254077834,0.0674508282326105,,-0.6253312648669624,-0.0096816907079305,-0.4211048185405364,0.1967629564719185,2.0,2026-07-31
83,58.69714387584315,90.1323706377858,1.0771113216323511,61.123159634940215,56.27112811674609,11949,Manorville,Suffolk County,NY,726825.0,0.1297089155235603,-0.0221899030713341,0.0913560724801669,0.0371973788892558,-0.2344280755588024,-0.1436050268499599,0.1327140031389895,-0.0165513745814178,2.5,2026-07-31
84,58.69636478701034,90.01203369434417,1.0771113216323511,55.4346175440316,61.958112029989074,11730,East Islip,Suffolk County,NY,736563.0,-0.0005384632143773,-0.0088813710287656,0.027046591472164,,-0.2688447214737437,-0.0610343591604941,-0.060734718115869,0.035111876383523,3.1,2026-07-31
85,58.69421094168833,89.89169675090253,1.0771113216323511,55.786936143112285,61.60148574026438,10314,New York,Richmond County,NY,716231.0,-0.028515297915781,-0.0368738829335892,0.0764562062398823,0.0448638504265364,0.0341151545897069,-0.1142098415545317,-0.0973120019948492,-0.0066734067337674,1.6,2026-07-31
86,58.68879483067428,89.7713598074609,1.0771113216323511,59.064807373039386,58.31278228830917,11779,Ronkonkoma,Suffolk County,NY,650441.0,0.0366503821732745,-0.1332257406977461,-0.0434594675292121,0.055477972531269,-0.1320736003635165,-0.1849054849084246,-0.1006302942936727,0.0450948945723832,2.8,2026-07-31
87,58.68804057191154,89.65102286401925,1.0771113216323511,56.46510251036444,60.910978633458654,07946,Millington,Morris County,NJ,917473.0,0.023676225893276,0.2107467570495647,-0.1432394745212146,,-0.4083525989305958,0.1877404700685895,-0.0160669712141636,-0.1869572819475854,2.6,2026-07-31
88,58.66679367260661,89.53068592057761,1.0771113216323511,56.83182403778658,60.50176330742664,07737,Leonardo,Monmouth County,NJ,677484.0,0.1382475615239705,-0.0924902233163535,-0.2243771503238321,,-0.3079924488559815,0.0406202322551039,0.0021967077608771,-0.0297680989269426,3.0,2026-07-31
89,58.65687474930037,89.41034897713598,1.0771113216323511,60.292436545666206,57.02131295293454,07480,West Milford,Passaic County,NJ,499641.0,0.0402711236547372,-0.3969870650669556,-0.0659597908850599,,-0.5636402665530895,-0.0901133316294693,0.0445780528873083,-0.1359245912321182,2.5,2026-07-31
90,58.6547525398126,89.29001203369434,1.0771113216323511,61.1098537739476,56.1996513056776,08848,Milford,Hunterdon County,NJ,538295.0,0.0023516832708757,-0.3224700614972331,-0.0297749568123162,,-0.5329062888384499,-0.0432424713203171,0.0008996209953835,-0.1964605060762687,2.3,2026-07-31
91,58.6477114095511,89.16967509025271,1.0771113216323511,61.36937300107872,55.92604981802348,10974,Sloatsburg,Rockland County,NY,558252.0,0.0949117833379759,-0.2860657907978954,-0.2390695566095235,,-0.3320639476640832,-0.0659392239898005,-0.1077642432736034,0.0157865969301814,2.5,2026-07-31
92,58.64415873504136,89.04933814681108,1.0771113216323511,62.25392043945388,55.034397030628845,08804,Bloomsbury,Hunterdon County,NJ,506771.0,0.0111143462430906,-0.3828173776964902,0.0116325541823076,,-0.3374966645634842,-0.1131854283558387,-0.1861757101951155,0.2245613159076154,2.4,2026-07-31
93,58.63884179284179,88.92900120336944,1.0771113216323511,58.95784808136029,58.31983550432328,07456,Ringwood,Passaic County,NJ,618351.0,0.0698633334589228,-0.1838193541950552,0.0526970766548284,,-0.4891629923310472,0.0346212384286028,-0.011757524287189,-0.0338841840263854,2.6,2026-07-31
